email_id,source,subject,body,type,PhishID
38,account@support.amazon.com,Urgent - Amazon Web Services Account Suspended ,"<p>Reference number:&nbsp;108-4596473-8009841 FF&nbsp;</p><p>&nbsp;</p><p>Hello,&nbsp;</p><p>&nbsp;</p><p>Amazon was unable to confirm important details about your Amazon Web Services (AWS) Account. Your AWS account has been suspended as a result.&nbsp;</p><p>&nbsp;</p><p>Please verify&nbsp;your account details to confirm the payment information needed&nbsp;for your Amazon Web Services Account.&nbsp;</p><p>Updating your information will also ensure that you are protected from security attacks.</p><p><a href=""http://Amazon-Security.html"" onclick=""return false;"">Update and Verify Your Payment Method</a></p><p>&nbsp;</p><p>Failure to Update Payment Method by 02/01/2021 will result in <strong>complete deletion of account</strong>.</p><p>&nbsp;</p><p>Account Details&nbsp;</p><p>Account #108-4596473-8009841&nbsp;</p><p>&nbsp;</p><p>If you have any other questions please don&#39;t hesitate to contact customer service. If you have any questions about this particular email please include the reference number seen on the top of the email. Please do not reply to this e-mail directly.</p><p>&nbsp;</p><p>We hope we were able to be of assistance.</p><p>&nbsp;</p><p>Amazon IT Team,</p><p>Conditions of Use Privacy Notice &nbsp;1996-2022, Amazon.com, Inc. or its affiliates 11/10/2022</p>",Phishing,769
39,jeremyp@gmail.com,Summer Internship Application,"<p>Good morning!</p><p>You may remember me from undergrad.&nbsp;I am currently pursuing my Masters&rsquo; in Accounting at the Kelley School of Business at Indiana University.I know we haven&#39;t talked much, but I would appreciate if you took a look at my resume and tell me what you think.</p><p>&nbsp;</p><p>Here is the <a href=""http://www.gogle.resume.com"" onclick=""return false;"">link to my CV online</a></p><p>&nbsp;</p><p>Thank you!</p><p>&nbsp;</p><p>Sincerely,</p><p>Jeremy Paulson</p>",Phishing,782
40,ryanj@yahoo.com,Internship Application,"<p>Hello,</p><p>I am interested in your program and am submitting my resume here.&nbsp;I believe I am an excellent fit for the position. I hope you will consider me.</p><p>&nbsp;</p><p>Here is the <a href=""http://www.gogle.com"" onclick=""return false;"">link to my resume</a></p><p>&nbsp;</p><p>Thank you for your time!</p><p>&nbsp;</p><p>Sincerely,</p><p>Ryan Jacobson</p>",Phishing,787
41,help@homeless.donate.com,Help Feed The Poor In Your Area,"<p>Hello! We are contacting you on half of the local community. We are a team that is gatherin gmoney to help feed the homeless in the city. Poverty is an ever increasing problem and every bit you donate will help. Please respond by clicking the link below.</p><p><a href=""http://www.donati0n.com"" onclick=""return false;"">Click here to donate</a></p>",Phishing,809
42,account@secure.paypal.com,Your account has been accessed by an unauthorized device,"<p><strong>Your account has been accessed by an unauthorized device.</strong></p><p>&nbsp;</p><p>Case ID&nbsp;: 9000321-128</p><p>Login attempt from unknown device.&nbsp;</p><p>&nbsp;</p><p><strong>Dear Valued Customer,</strong></p><p>It looks like someone else may have access to your account.&nbsp;We have temporarily locked it to keep your personal information&nbsp;safe. To unlock your account, you will&nbsp;need to pass a security check and correctly answer your security questions. Note that attempting to access someone else&#39;s account is a violation of PayPal&nbsp;terms and agreements. It may also be illegal.</p><p>&nbsp;</p><p>To reset your account:&nbsp;</p><p>1-Click on the link <a target="""" href=""PayPai-Security.html"" onclick=""return false;"">PayPal-Security.html</a>.&nbsp;</p><p>2-Open the page in a browser window secure.&nbsp;</p><p>3-Follow the instructions.</p><p>&nbsp;</p><p>Thank you. For questions and concerns, reply to this email with your case ID and your account name.</p>",Phishing,815
43,auntie@gmail.com,Your aunt,"<p>Hi,</p><p>&nbsp;</p><p>I apologize for reaching you this way and for this manner. I am currently travelling in Georgia&nbsp;and was robbed of my purse. My wallet and phone were inside, so I have no other way of contacting anyone or paying for anything, including a way back to my hotel. I&#39;m writing this from a public library that offers computers for use.</p><p>&nbsp;</p><p>Could I ask for your PayPal information so I can call an Uber to my hotel? My luggage is there, and the hotel staff should be able to help me return to the airport and contact the people I need to.</p><p>&nbsp;</p><p>Again, I apologize for asking this of you.</p><p>&nbsp;</p><p>Much love,</p><p>Auntie</p>",Phishing,820
44,jeremyp@gmail.com,Job Application and Resume,"<p>Hello, I was told by Carol in Human Resources&nbsp;to forward my information to you, my apologies if this was incorrect.</p><p>&nbsp;</p><p>I am currently pursuing my Masters&rsquo; in Accounting at the Kelley School of Business at Indiana University. I am also pursuing my CPA following my completion of my degree. I have&nbsp;expertise in Microsoft Access, Excel, Word and Powerpoint, Telnet and Ethernet Configuration.</p><p>&nbsp;</p><p>I have uploaded my most recent resume <a href=""http://www.resumme.com"" onclick=""return false;"">here</a>&nbsp;if you would please take a look.</p><p>&nbsp;</p><p>I greatly appreciate your time, I really look forward to possibly working together. I heard there were a lot of IU alums working here so I think I would fit in quite well.</p><p>&nbsp;</p><p>I can be reached at 617-514-5235 for any questions you have, please don&#39;t hesistate to call.</p><p>&nbsp;</p><p>Thank you and have a great day!</p><p>- Jeremy Paulson</p>",Phishing,834
45,manager@gmail.com,work meeting,"<p>to all employees, will have a meeting first thing in the morning. please <a href=""http://www.cnbfdsmf.com"" onclick=""return false;"">review the notes</a> for it and be ready to present your portion.</p><p>thanks</p><p>the boss man</p><p>&nbsp;</p><p>&nbsp;</p>",Phishing,846
46,jobs@work.home.com,"New work opportunity for you, don't delay!","<p>Hello,<br /><br />You recently signed up to receive emails about local jobs that are a good fit for you.&nbsp; We have a few jobs that I think would be perfect for you, all you have to do is go to www.workfromhome.com.<br /><br />We look forward to seeing you on the site and getting you the oney your deserve!<br /><br />Sincerely,<br /><br />Work From Home</p><p>&nbsp;</p>",Phishing,855
47,account@chose.com,Transfer Verification,"<p>Hi Mrs. Smith,</p><p>&nbsp;</p><p>$1,000 transfer has been intiated to Mr. Smith&#39;s account. Please click to confirm the transacation.&nbsp;</p><p>&nbsp;</p><p><a target="""" href=""http://Chase-Security.html"" onclick=""return false;"">https://chaseonline.chase.com/Logon.aspx</a>&nbsp;</p><p>&nbsp;</p><p>Thank you for being our customer.</p><p>&nbsp;</p><p>Sincerely,&nbsp;</p><p>Jill Stampley</p><p>JP Morgan Chase Bank, N.A.</p><p>Chase Privacy Operations, P.O. Box 659752, San Antonio, TX 78265-9752.&nbsp;</p><p>&copy; 2022 JPMorgan Chase &amp; Co.</p>",Phishing,867
48,account@chose.com,New Account Verification,"<p>Hi Mrs. Smith,</p><p>&nbsp;</p><p>$183,000 transfer has been completed and new account has been opened as requested. Please click to review the terms of your new account.&nbsp;</p><p>&nbsp;</p><p><a target="""" href=""http://Chase-Security.html"" onclick=""return false;"">https://chaseonline.chase.com/Logon.aspx</a>&nbsp;</p><p>&nbsp;</p><p>Thank you for being our customer.</p><p>&nbsp;</p><p>Sincerely,&nbsp;</p><p>Jill Stampley</p><p>JP Morgan Chase Bank, N.A.</p><p>Chase Privacy Operations, P.O. Box 659752, San Antonio, TX 78265-9752.&nbsp;</p><p>&copy; 2022 JPMorgan Chase &amp; Co.</p>",Phishing,871
49,bill@gmail.com,This is your new supervisor Bill,"<p>Dear Sir or Madam:</p><p>&nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp;Hi I was informed that I would have to get in touch with you to get all of your info put into the new system. Sadly your current boss will be leaving the company shortly and I will eb taking his spot. I just need you to go to the page below and update your information. The deadline for the information update is one week from the date of this email. I look forward to getting to know you!</p><p>&nbsp;</p><p><a href=""http://www.g00gle.com"" onclick=""return false;"">Link</a></p><p>&nbsp;</p><p>Best Regards,</p><p>Bill</p>",Phishing,872
50,samantha@gmail.com,"I'm trying to reach Mrs. Brown, I'm a old childhood friend","<p>Hello,<br /><br />I was going through my yearbook and saw your picture and so many memories came flooding in. &nbsp;We went to elementary and middle school together in Baltimore. &nbsp;Anyway, I would love to reconnect, if you could email me back that would be awesome!<br /><br />Hugs,<br /><br />Samantha</p>",Phishing,873
51,david@gmail.com,I need HELP!,"<p>&nbsp;</p><p>&nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; I am having some serious medical issues and could use your help cousin :(. Please donate to me on the page below and give me a call when I&#39;m all better.&nbsp;</p><p><a href=""http://www.dfnbk.com"" onclick=""return false;"">Link!</a></p>",Phishing,877
52,offers@chase.com,Jumbo Loans Available Now! See if you qualify.,"<p>Dear Loyal Customer:</p><p>&nbsp;</p><p>JP Morgan Chase Bank is offering a brand new 30 Year Fixed Term Jumbo Loan with rates starting from 1.05% to qualified customers looking to purchase a house or to refinance. This is a limited time offer only sent to our most loyal customers.</p><p>&nbsp;</p><p>To see if you qualify, or to talk to a JP Morgan Chase Bank loan specialist, please click the link below.</p><p>&nbsp;</p><p><a  href=""http://Chase-data.html"" onclick=""return false;"">https://chaseonline.com/promotional/30YearJumbo/qualification.aspx</a>&nbsp;</p><p>&nbsp;</p><p>We look forward to serving all of your financial needs. If you have any questions, feel free to contact us!</p><p>&nbsp;</p><p>Sincerely,&nbsp;</p><p>JP Morgan Chase Bank, N.A.</p><p>Chase Privacy Operations, P.O. Box 659752, San Antonio, TX 78265-9752.&nbsp;</p><p>&copy; 2022 JPMorgan Chase &amp; Co.</p>",Phishing,886
53,account@it.amazon.com,Your Amazon account has been temporarily suspended,"<p><strong>Account suspended</strong></p><p>108-4596473-8009841 FF&nbsp;</p><p>&nbsp;</p><p>Hello,&nbsp;</p><p>&nbsp;</p><p>We were unable to validate important details about your Amazon Web Services (AWS) Account. Your AWS account has been suspended.&nbsp;</p><p>&nbsp;</p><p>Please follow the link below to reactivate your account.</p><p>&nbsp;</p><p><a href=""www.repair.link.com"" onclick=""return false;"" >Repair Link</a></p><p>&nbsp;</p><p>Account Details&nbsp;</p><p>Account #108-4596473-8009841&nbsp;</p><p>&nbsp;</p><p>Amazon IT Team</p><p>Conditions of Use Privacy Notice &nbsp;1996-2022, Amazon.com, Inc. or its affiliates 11/10/2022</p>",Phishing,899
54,account@security.amazon.com,Amazon - Your account has been suspended ! PLEASE RESPOND IMMEDIATELY,"<p><strong>Account suspended !</strong></p><p>108-4596473-8009841 FF&nbsp;</p><p>&nbsp;</p><p>Hello,&nbsp;</p><p>We were unable to validate important details about your Amazon Web Services (AWS) Account. Your AWS account has been suspended.&nbsp;</p><p>&nbsp;</p><p><strong>If you do not respond, your account will be terminated.&nbsp;</strong></p><p>&nbsp;</p><p>If you do not release your information, we may charge a penalty.</p><p>&nbsp;</p><p>Please visit your account details to confirm the payment information for your account.&nbsp;</p><p><a target="""" href=""http://getdata.com"" onclick=""return false;"">Update Your Payment Method</a></p><p>&nbsp;</p><p>Account Details&nbsp;</p><p>Account #108-4596473-8009841&nbsp;</p><p>&nbsp;</p><p>Amazon IT Team</p><p>Conditions of Use Privacy Notice &nbsp;1996-2022, Amazon.com, Inc. or its affiliates 11/10/2022</p>",Phishing,917
55,account@security.paypal.com,Account Suspension,"<p><strong>Your Account has been locked! You can resolve this now.</strong>&nbsp;</p><p>&nbsp;</p><p>Case id : 9000321-128. Login attempt from unknown device.&nbsp;</p><p>&nbsp;</p><p><strong>Dear Client&nbsp;</strong></p><p>Someone has accessed your account, so we have temporarily locked it to keep your personal informations in safe. To unlock your account, you may need to pass a security check. Note that attempting to access someone else is a violation of PayPals terms. It may also be illegal. To reset your account:&nbsp;</p><p>1-Click on the link <a target="""" href=""PayPal1-Security.html"" onclick=""return false;"">PayPal-Security.html</a>.&nbsp;</p><p>2-Open the page in a browser window secure.&nbsp;</p><p>3-Follow the instructions.</p><p>&nbsp;</p><p>&nbsp;</p>",Phishing,931
56,account@it.amazon.com,Amazon - Your account has been suspended !,"<p><strong>Account suspended !</strong></p><p>108-4596473-8009841 FF&nbsp;</p><p>&nbsp;</p><p>Hello,&nbsp;</p><p>As one of our valued Amazon customers, we wanted to let you know that your AWS account has been suspended. We were unable to validate important details about your Amazon Web Services (AWS) Account. We wanted to let you know how much we value you as a customer and we want to help you re-establish your account. We know how valuable your time is, but if you are able to take a few moments to verify your payment information, please do so by visiting the following link:</p><p><a target="""" href=""http://Amazon-Security.html"" onclick=""return false;"">Update Your Payment Method</a></p><p>&nbsp;</p><p>Account Details&nbsp;</p><p>Account #108-4596473-8009841&nbsp;</p><p>&nbsp;</p><p>Again, we are so very sorry for this inconvenience.</p><p>&nbsp;</p><p>Sincerely,</p><p>Amazon IT Team</p><p>Conditions of Use Privacy Notice &nbsp;1996-2022, Amazon.com, Inc. or its affiliates 11/10/2022</p>",Phishing,941
